HPO_ICD10_ID	HPO_IDs	HPO_Strings	HPO_Syns	ICD10	ICD10_UKBB
HPO_ICD:112	HP:0004474;HP:0001476;HP:0000470	Persistent open anterior fontanelle; Delayed closure of the anterior fontanelle; Short neck	Decreased cervical length; Anterior fontanelle open in adults; Late closure of the bregma sutures; Short neck; Front fontanelle stays open; Late closure of large anterior fontanel; Decreased length of neck; Persistent, open anterior fontanel; Cervical shortening; Late closure of anterior fontanelle; Persistent anterior fontanelle; Decreased cervical height; Late closure of soft spot on the skull; Delayed closure of the bregma sutures; Later than typical closing of soft spot of skull; Delayed closure of the soft spot on the skull; Delayed closure anterior fontanel; Delayed closure of anterior fontanelle	M8928	M8928
HPO_ICD:113	HP:0000473;HP:0002544	Torticollis; Retrocollis	Spasmodic torticollis; Cervical dystonia; Loxia; Wry neck	M436	
HPO_ICD:114	HP:0000476;HP:0100764	Lymphangioma; Cystic hygroma	Cystic hygroma of the neck	D181	D181
HPO_ICD:115	HP:0000478	Abnormality of the eye	Eye disease; Abnormal eye; Abnormality of the eye	H579;Q159;H449	H579;Q159;H449
HPO_ICD:116	HP:0000567;HP:0000480;HP:0031613	Chorioretinal coloboma; Inferior chorioretinal coloboma; Retinal coloboma	Choroidoretinal coloboma; Hole in the back of the eye; Coloboma of choroid; Birth defect that causes a hole in the innermost layer at the back of the eye; Choroid coloboma; Choroidal coloboma	Q148	Q148
HPO_ICD:117	HP:0000485;HP:0000659;HP:0000627;HP:0000482;HP:0007720	Megalocornea; Flat cornea; Posterior embryotoxon; Microcornea; Peters anomaly	Decreased corneal diameter; Cornea of eye less than 10mm in diameter; Increased corneal diameter; Anterior megalophthalmos; Enlarged cornea; Macrocornea; Embryotoxon; Cornea plana	Q134	Q134
HPO_ICD:118	HP:0000483	Astigmatism	Abnormal curving of the cornea or lens of the eye	H52209;H52201;H52203;H52202	
HPO_ICD:119	HP:0000486	Strabismus	Squint eyes; Cross-eyed; Squint	H5040;H509	H504;H509
HPO_ICD:120	HP:0000490	Deeply set eye	Enophthalmos; Deeply set eye; Deep-set eyes; Ocular depression; Sunken eyes; Deep set eye; Sunken eye	H05402;H05401;H05409;H05403	
HPO_ICD:121	HP:0000491	Keratitis	Corneal inflammation	H169	H169
HPO_ICD:122	HP:0000495;HP:0007812;HP:0012804	Corneal ulceration; Recurrent corneal erosions; Herpetiform corneal ulceration	Recurrent corneal ulcerations; Recurrent corneal ulceration; Corneal ulcerations; Recurrent breakdown of clear protective layer of eye; Dendritic corneal epithelial ulcer; Corneal erosions, recurrent; Epithelial corneal erosions; Herpetiform corneal ulcers; Corneal ulcer	H18832;H18831;H18839;H18833;H16001;H16002;H16003;H16009	
HPO_ICD:123	HP:0000498	Blepharitis	Cellulitis of eyelids; Inflammation of eyelids	H01004;H01005;H01002;H01003;H01006;H019;H01009;H01001	H019
HPO_ICD:124	HP:0000501	Glaucoma		H409	H409
HPO_ICD:125	HP:0007663;HP:0000505;HP:0000572;HP:0030553;HP:0030515;HP:0007875;HP:0001141	Visual loss; Congenital blindness; Reduced visual acuity; Severely reduced visual acuity; Visual acuity no light perception; Visual impairment; Moderately reduced visual acuity	Decreased clarity of vision; Moderate visual impairment; Moderate vision loss; Severely impaired vision; Visual impairment; Moderate visual loss; Decreased visual acuity; Moderate reduction in visual acuity; Decreased central vision; Poor visual acuity; Impaired vision; Visual loss; Blindness present at birth; Loss of vision; Poor vision; Severe visual impairment; Severe reduction in visual acuity; Loss of eyesight; Congenital amaurosis; Vision loss; Severe visual loss; Severe vision loss; Marked vision impairment	H547	H547
HPO_ICD:126	HP:0000508	Ptosis	Drooping upper eyelid; Eyelid ptosis; Blepharoptosis; Eye drop	H02409;H02403;H02402;H02401	
HPO_ICD:127	HP:0000509	Conjunctivitis	Conjunctivitis, recurrent; Pink eye	H109	H109
HPO_ICD:128	HP:0000548;HP:0000580;HP:0000510;HP:0008020	Pigmentary retinopathy; Rod-cone dystrophy; Cone dystrophy; Cone/cone-rod dystrophy	Rod cone dystrophy; Retinal pigment clumping; Progressive cone dystrophy; Pigmentary retinal deposits; Retinal pigmentary degeneration; Cone rod dystrophy; Progressive cone degeneration; Cone-rod retinal dystrophy; Retinitis pigmentosa	H3552	H355
HPO_ICD:129	HP:0000511	Vertical supranuclear gaze palsy	Vertical gaze palsy	H510	H510
HPO_ICD:130	HP:0000512	Abnormal electroretinogram	Abnormal ERG; ERG abnormal; Abnormal electroretinography	R94111	
HPO_ICD:131	HP:0007885;HP:0000571;HP:0000514;HP:0007338	Hypermetric saccades; Hypometric saccades; Slowed horizontal saccades; Slow saccadic eye movements	Slow visual tracking; Slow saccades; Slow eye movements	H5581	
HPO_ICD:132	HP:0000517	Abnormality of the lens	Lens disease; Lens issue; Abnormality of the lens	H279	H279
HPO_ICD:133	HP:0000518	Cataract	Cataracts; Lens opacities; Lens opacity; Cloudy lens; Clouding of the lens of the eye	H269	H269
HPO_ICD:134	HP:0000519;HP:0007976;HP:0007971	Developmental cataract; Lamellar cataract; Cerulean cataract	Congenital cataracts; Clouding of the lens of the eye at birth; Cataract, congenital; Cataracts, congenital, cerulean; Congenital cataracts, bilateral; Congenital cataract; Bilateral congenital cataracts	Q120	Q120
HPO_ICD:135	HP:0000520	Proptosis	Eyeballs bulging out; Anterior bulging of the globe; Exophthalmos; Prominent eyes; Bulging eye; Protruding eyes; Protrusio bulbi; Anterior bulging of the globe of eye; Prominent globes; Ocular proptosis	H0520	H052
HPO_ICD:136	HP:0000523	Subcapsular cataract	Subcapsular cataracts; Subcapsular lenticular cataracts; Subcapsular opacities	H25099	
HPO_ICD:137	HP:0000526	Aniridia	Absent iris	Q131	Q131
HPO_ICD:138	HP:0000528;HP:0011478	True anophthalmia; Anophthalmia	Failure of development of eyeball; No eyeball; Ocular absence; No globe of eye; Clinical anophthalmia, unilateral/bilateral; Complete anophthalmia; Anophthalmia, clinical; Total anophthalmia; Missing eyeball; Absence of eyeballs; Missing globe of eye; Completely missing eyeball; Absence of globes of eyes	Q111	Q111
HPO_ICD:139	HP:0012905;HP:0000652;HP:0009743;HP:0430010;HP:0430009;HP:0011225;HP:0011224;HP:0000625;HP:0008496;HP:0009755;HP:0000537;HP:0430006	Multiple rows of eyelashes; Hypoplasia of eyelid; Epicanthus inversus; Epiblepharon; Lower eyelid coloboma; Microblepharia; Ectopic cilia of eyelid; Ankyloblepharon; Ablepharon; Distichiasis; Eyelid coloboma; Euryblepharon	Cleft lower eyelid; Notched eyelid; Adhesion of eyelids; Small eyelid; Abnormally small eyelid; Agenesis of eyelids; Coloboma of lower eyelid; Lower lid coloboma; Eyelid synechiae; Eyelids stuck together; Multiple rows of eyelashes; Aplasia of the eyelids; Ankyloblepharon filiforme adnatum; Decreased size of eyelid; Full thickness defect of the eyelid; Kabuki syndrome eyelids; Full thickness defect of the lower eyelid; Ablepharon of eyelid; Absent eyelids; Distichiasis of eyelid eyelashes; Eyelid coloboma; Missing eyelids; Notched lower eyelid; Two rows of eyelashes; Cleft eyelid; Extra rows of eyelashes; Short eyelid; Double row of eyelashes; Underdevelopment of eyelid	Q103	Q103
HPO_ICD:140	HP:0000538	Pseudopapilledema		H47332;H47333;H47339;H47331	
HPO_ICD:141	HP:0000540;HP:0000484	Hypermetropia; Hyperopic astigmatism	Long-sightedness; Farsightedness; Hyperopia	H5200;H5201;H5203;H5202	H520
HPO_ICD:142	HP:0000544	External ophthalmoplegia	CPEO; Ophthalmoplegia externa; Chronic progressive external ophthalmoplegia; Progressive paralysis or weakness of muscles of eye motility; Progressive paralysis or weakness of muscles of eye movement; Paralysis or weakness of muscles within or surrounding outer part of eye	H4941;H4943;H4942;H4940;H49889	H494
HPO_ICD:143	HP:0000545;HP:0011003	High myopia; Myopia	Severe near sightedness; Near sighted; Nearsightedness; Severely close sighted; Close sighted; Severe myopia; Near sightedness; Severe myopia (> -6.00 diopters); Severely near sighted	H5210;H5212;H5213;H5211	H521
HPO_ICD:144	HP:0000552	Tritanomaly	Blue-yellow dyschromatopsia; Blue/yellow color vision defect; Blue yellow color blindness; Dyschromatopsia, blue-yellow	H5355	H535
HPO_ICD:145	HP:0012124;HP:0001094;HP:0001101;HP:0000554	Intermediate uveitis; Iridocyclitis; Uveitis; Iritis	Inflammation of iris	H209	H209
HPO_ICD:146	HP:0000555	Leukocoria	White pupillary reflex; Leukokoria	H44532;H44533;H44539;H44531	
HPO_ICD:147	HP:0030642;HP:0000556	Retinal dystrophy; Fundus albipunctatus	Breakdown of light-sensitive cells in back of eye	H3550	H355
HPO_ICD:148	HP:0001087;HP:0008007;HP:0001492;HP:0000557	Buphthalmos; Developmental glaucoma; Primary congenital glaucoma; Axenfeld anomaly	Enlarged eyeball; Childhood glaucoma; Pediatric glaucoma; Infantile glaucoma	Q150	Q150
HPO_ICD:149	HP:0000558	Rieger anomaly		Q1381	Q138
HPO_ICD:150	HP:0000563	Keratoconus	Conical cornea; Bulging cornea	H18601;H18602;H18603;H18609	
HPO_ICD:151	HP:0000565	Esotropia	Inward turning cross eyed	H5000	H500
HPO_ICD:152	HP:0001126;HP:0000568	Microphthalmia; Cryptophthalmos	Decreased size of eyeball; Abnormally small eyeball; Abnormally small globe of eye; Microphthalmos; Nanophthalmos; Decreased size of globe of eye	Q112	Q112
HPO_ICD:153	HP:0000573	Retinal hemorrhage	Retinal hemorrhages; Retinal bleeding	H3561;H3563;H3560;H3562	H356
HPO_ICD:154	HP:0000577	Exotropia	Outward facing eye ball	H5010	H501
HPO_ICD:155	HP:0000579	Nasolacrimal duct obstruction	Blocked tear duct; Lacrimal duct obstruction	H04549	
HPO_ICD:156	HP:0000581	Blepharophimosis	Narrow opening between the eyelids; Decreased width of palpebral fissure	H02523;H02522;H02521;H02524;H02529;H02526;H02525	
HPO_ICD:157	HP:0007709;HP:0000585	Band keratopathy; Band-shaped corneal dystrophy	Calcific band keratopathy	H18429;H18422;H18421;H18423	
HPO_ICD:158	HP:0000588	Optic nerve coloboma	Coloboma of optic nerve; Optic disk coloboma	H47312;H47313;H47311;Q142;H47319	Q142
HPO_ICD:159	HP:0000589	Coloboma	Notched pupil; Ocular coloboma; Ocular colobomas	Q130	Q130
HPO_ICD:160	HP:0000592	Blue sclerae	Blue outer white part of eyeball; Blue sclera; Bluish sclerae; Whites of eyes are a bluish-gray color	Q135	Q135
HPO_ICD:161	HP:0000593	Abnormal anterior chamber morphology	Abnormality of the anterior chamber; Anterior chamber anomalies; Ocular anterior chamber abnormality	Q139	Q139
HPO_ICD:162	HP:0000601	Hypotelorism	Decreased orbital separation; Decreased interpupillary distance; Closely spaced eyes; Abnormally close eyes; Decreased distance between eyes; Decreased distance between eye sockets; Ocular hypotelorism	Q107	Q107
HPO_ICD:163	HP:0000602	Ophthalmoplegia	Eye muscle paralysis; Paralysis of extraocular eye movement	H499	H499
HPO_ICD:164	HP:0000575;HP:0000603;HP:0007761;HP:0000576;HP:0030528	Central scotoma; Paracentral scotoma; Scotoma; Centrocecal scotoma; Pericentral scotoma	Blind spot; Blind spot located at fixation point; Central blind spot; Central scotomata	H53411;H53419;H53413;H53412	
HPO_ICD:165	HP:0000608	Macular degeneration	Pigmented macular degeneration	H3530	H353
HPO_ICD:166	HP:0000609;HP:0007766	Optic nerve hypoplasia; Optic disc hypoplasia	Hypoplastic optic disks; Underdeveloped optic nerves; Hypoplastic optic nerves	H47031;H47039;H47032;H47033	
HPO_ICD:167	HP:0000610	Abnormal choroid morphology	Choroid disease; Abnormality of the choroid	H319	H319
HPO_ICD:168	HP:0000615	Abnormal pupil morphology	Abnormality of the pupil; Abnormal pupillary morphology; Pupillary abnormality; Pupillary abnormalities	H21569;H5700;H21561;H21562;H21563	H570
HPO_ICD:169	HP:0000616	Miosis	Pupillary constriction; Constricted pupils	H5703	H570
HPO_ICD:170	HP:0000618	Blindness	Total vision loss; Legal blindness; Blindness	H548	
HPO_ICD:171	HP:0000619	Impaired convergence	Convergence insufficiency	H5111	H511
HPO_ICD:172	HP:0000620	Dacryocystitis	Infection of the lacrimal sac; Dacrocystitis	H04303;H04302;H04309;H04301	
HPO_ICD:173	HP:0000621	Entropion	Inverted eyelid; Eyelid turned in; Eyelid folded in	H02006;H02005;H02002;H02009;H02001;H02004;H02003	
HPO_ICD:174	HP:0000622;HP:0001125;HP:0030511	Transient unilateral blurring of vision; Bradyopsia; Blurred vision	Transient unilateral blurred vision; Difficulty seeing moving objects; Hemianopic blurring; Blurred vision; Hemianoptic blurring of vision	H538	H538
HPO_ICD:175	HP:0007768;HP:0000631	Retinal arterial tortuosity; Central retinal vessel vascular tortuosity	Tortuosity of main retinal vessels; Retinal artery tortuousity	H3509	H350
HPO_ICD:176	HP:0000639;HP:0001583	Nystagmus; Rotary nystagmus	Involuntary, rapid, rhythmic eye movements; Rotatory Nystagmus	H5500	
HPO_ICD:177	HP:0010542;HP:0000666;HP:0012044;HP:0000640;HP:0011477	Seesaw nystagmus; Gaze-evoked nystagmus; Horizontal nystagmus; Vestibular nystagmus; Upbeat nystagmus	Nystagmus, horizontal	H5509	
HPO_ICD:178	HP:0011520;HP:0000642;HP:0011521	Deuteranomaly; Red-green dyschromatopsia; Deuteranopia	Deuteranomoly; Red/green color vision defect; Dyschromatopsia with red-green confusion; Green-weak; Green-blind; Red green color blindness	H5353;H5359	H535
HPO_ICD:179	HP:0000646	Amblyopia	Wandering eye; Wandering eyes; Lazy eye	H53001;H53003;H53002;H53009	
HPO_ICD:180	HP:0000648	Optic atrophy	Optic-nerve degeneration; Optic nerve atrophy	H4720	H472
HPO_ICD:181	HP:0000649	Abnormality of visual evoked potentials	Abnormal vision evoked potentials; Abnormal visual-evoked potentials; VEP abnormalities; Abnormal visual evoked potential; Abnormal visual evoked responses	R94112	
HPO_ICD:182	HP:0000651	Diplopia	Double vision	H532	H532
HPO_ICD:183	HP:0000656	Ectropion	Everted eyelid; Eyelid folded out; Eyelid turned out	H02103;H02104;H02105;H02109;H02106;H02101;H02102	
HPO_ICD:184	HP:0000658	Eyelid apraxia	Difficulty opening the eyelids	H02439	
HPO_ICD:185	HP:0000660	Lipemia retinalis		E783	E783
HPO_ICD:186	HP:0000662	Nyctalopia	Difficulties with night vision; Poor night vision; Night-blindness; Night blindness	H5360	H536
HPO_ICD:187	HP:0005323;HP:0000664;HP:0010730;HP:0045018	Partial duplication of eyebrows; Synophrys; Double eyebrow; Hemifacial hypertrophy	Facial hemihyperplasia; Enlargement of half of face; Facial hemihypertophy; Friedreich's disease; Hemifacial enlargement; Synophris; Monobrow; Increase in size of half of face; Double eyebrow; Unibrow; Hypertrophy of half of face; Partial double eyebrow; Partial duplication of eyebrows; Duplication of eyebrow; Overgrowth of half of face	Q188	Q188
HPO_ICD:188	HP:0000667	Phthisis bulbi		H44529	
HPO_ICD:189	HP:0000674;HP:0000668;HP:0006349	Agenesis of permanent teeth; Hypodontia; Anodontia	Anodontia vera; Missing between one and six teeth; Failure of development of permanent teeth; Dental agenesis; Absence of permanent teeth; Failure of development of between one and six teeth; Complete agenesis of all teeth; Failure of development of all teeth; Failure of development of secondary teeth; Total absence of all teeth; Missing all teeth; Complete anodontia; Total anodontia; Agenesis of secondary dentition; Missing teeth; Absent permanent teeth; Agenesis of permanent dentition	K000	K000
HPO_ICD:190	HP:0000670	Carious teeth	Dental cavities; Frequent caries; Early dental caries; Dental caries; Rotting teeth; Cariosity of teeth; Dental decay; Tooth decay; Tooth cavities; Caries	K029	K029
HPO_ICD:191	HP:0011091;HP:0000678;HP:0001572;HP:0000698;HP:0011087;HP:0000679;HP:0000691;HP:0011089;HP:0011088;HP:0011090	Fused teeth; Conical tooth; Macrodontia; Dens in dente; Talon cusp; Taurodontia; Double tooth; Dental crowding; Gemination; Microdontia	Peg tooth; Peg-shaped teeth; Gemination of tooth; Conical teeth; Conoid tooth; Large tooth; Overcrowding of teeth; Tooth mass arch size discrepancy; Talon cusps; Dens evaginatus; Increased width of tooth; Small teeth; Inadequate arch length for tooth size; Peg shaped teeth; Splitting of crown of tooth; Taurodont; Fusion of teeth; Peg shaped tooth; Hypertrophy of tooth; Small tooth; Increased size of tooth; Cone shaped tooth; Crowded teeth; Tooth within a tooth; Decreased width of tooth; Decreased size of tooth; Large elongated pulp chamber; Dens invaginatus; Shark tooth; Taurodontism; Double tooth; Tooth mass excess; Tooth size discrepancy; Extra cusp on inside of front tooth; Hyperplasia of tooth; Fused teeth; Hypotrophic tooth; Conjoined teeth; Dental overcrowding; Pointed tooth; Large teeth; Joined teeth; Dental crowding	K002;M2631	K002
HPO_ICD:192	HP:0000689;HP:0009102	Anterior open-bite malocclusion; Dental malocclusion	Malocclusion of teeth; AOB; Misalignment of upper and lower dental arches; Malalignment of upper and lower dental arches; Angle class 2 malocclusion; Angle class 3 malocclusion; Gap between upper and lower front teeth when biting; Bilateral crossbite; Malocclusion; Apertognathia malocclusion; Bad bite; Bilateral crossbite malocclusion; Anterior openbite; Anterior open bite between upper and lower teeth; Incorrect relation between upper and lower dental arches; Absence of overlap of anterior upper and lower teeth	M264;M26219	
HPO_ICD:193	HP:0000703;HP:0000705;HP:0011060;HP:0000694;HP:0011072	Dentinogenesis imperfecta limited to primary teeth; Shell teeth; Rootless teeth; Dentinogenesis imperfecta; Amelogenesis imperfecta	Teeth with type iii dentinogenesis imperfecta; Missing tooth root; Dentinogenesis imperfecta of baby teeth; Tooth with dentin dysplasia type i; Aplasia of tooth root; Teeth with dentinal dysplasia; Teeth with thin dentin and large pulp chambers; Dentin dysplasia; Absence of tooth root; Rootless teeth; Teeth without roots; Agenesis of tooth root	K005	K005
HPO_ICD:194	HP:0000699;HP:0006304;HP:0001566	Diastema; Widely-spaced maxillary central incisors; Widely-spaced incisors	Wide gap between upper central incisors; Diastema between upper incisors; Dental diastema; Widely spaced upper incisors; Diastema between incisors; Widely spaced front teeth; Gaps between teeth; Gap between upper front teeth; Gap between front teeth; Separated superior central incisors; Anterior diastema of teeth; Central incisor gap; Diastasis of the teeth; Diastema of the teeth; Diastema between front teeth; Diastema between upper front teeth; Diastasis of the central incisors; Dental diastasis; Gap between teeth; Wide upper central incisors; Diastema between maxillary central incisors	M2632	
