HPO_ICD10_ID	HPO_IDs	HPO_Strings	HPO_Syns	ICD10
HPO_ICD:117	HP:0000485;HP:0007720;HP:0000627;HP:0000482;HP:0000659	Peters anomaly; Megalocornea; Posterior embryotoxon; Microcornea; Flat cornea	Anterior megalophthalmos; Macrocornea; Decreased corneal diameter; Cornea of eye less than 10mm in diameter; Increased corneal diameter; Enlarged cornea; Cornea plana; Embryotoxon	Q134
HPO_ICD:118	HP:0000483	Astigmatism	Abnormal curving of the cornea or lens of the eye	H52201;H52209;H52202;H52203
HPO_ICD:119	HP:0000486	Strabismus	Squint eyes; Cross-eyed; Squint	H5040;H509
HPO_ICD:120	HP:0000490	Deeply set eye	Ocular depression; Enophthalmos; Deep-set eyes; Sunken eye; Deep set eye; Deeply set eye; Sunken eyes	H05403;H05409;H05402;H05401
HPO_ICD:121	HP:0000491	Keratitis	Corneal inflammation	H169
HPO_ICD:122	HP:0007812;HP:0000495;HP:0012804	Corneal ulceration; Recurrent corneal erosions; Herpetiform corneal ulceration	Corneal ulcer; Recurrent corneal ulcerations; Herpetiform corneal ulcers; Recurrent corneal ulceration; Corneal ulcerations; Dendritic corneal epithelial ulcer; Corneal erosions, recurrent; Recurrent breakdown of clear protective layer of eye; Epithelial corneal erosions	H18839;H16003;H16002;H18833;H16001;H18831;H16009;H18832
HPO_ICD:123	HP:0000498	Blepharitis	Cellulitis of eyelids; Inflammation of eyelids	H01001;H01009;H01005;H01006;H019;H01003;H01002;H01004
HPO_ICD:124	HP:0000501	Glaucoma		H409
HPO_ICD:125	HP:0030553;HP:0007663;HP:0001141;HP:0000505;HP:0000572;HP:0030515;HP:0007875	Severely reduced visual acuity; Visual acuity no light perception; Visual impairment; Visual loss; Congenital blindness; Moderately reduced visual acuity; Reduced visual acuity	Decreased clarity of vision; Poor visual acuity; Moderate visual loss; Moderate reduction in visual acuity; Vision loss; Visual impairment; Impaired vision; Severe visual impairment; Marked vision impairment; Moderate vision loss; Decreased central vision; Visual loss; Moderate visual impairment; Poor vision; Severely impaired vision; Severe visual loss; Loss of eyesight; Decreased visual acuity; Congenital amaurosis; Severe reduction in visual acuity; Severe vision loss; Blindness present at birth; Loss of vision	H547
HPO_ICD:126	HP:0000508	Ptosis	Drooping upper eyelid; Eye drop; Eyelid ptosis; Blepharoptosis	H02402;H02403;H02401;H02409
HPO_ICD:127	HP:0000509	Conjunctivitis	Pink eye; Conjunctivitis, recurrent	H109
HPO_ICD:128	HP:0000548;HP:0000580;HP:0000510;HP:0008020	Rod-cone dystrophy; Cone/cone-rod dystrophy; Pigmentary retinopathy; Cone dystrophy	Retinitis pigmentosa; Retinal pigment clumping; Retinal pigmentary degeneration; Pigmentary retinal deposits; Cone rod dystrophy; Cone-rod retinal dystrophy; Rod cone dystrophy; Progressive cone dystrophy; Progressive cone degeneration	H3552
HPO_ICD:129	HP:0000511	Vertical supranuclear gaze palsy	Vertical gaze palsy	H510
HPO_ICD:130	HP:0000512	Abnormal electroretinogram	ERG abnormal; Abnormal ERG; Abnormal electroretinography	R94111
HPO_ICD:131	HP:0007885;HP:0000514;HP:0000571;HP:0007338	Hypometric saccades; Hypermetric saccades; Slow saccadic eye movements; Slowed horizontal saccades	Slow saccades; Slow eye movements; Slow visual tracking	H5581
HPO_ICD:132	HP:0000517	Abnormality of the lens	Lens issue; Abnormality of the lens; Lens disease	H279
HPO_ICD:133	HP:0000518	Cataract	Cataracts; Lens opacities; Lens opacity; Clouding of the lens of the eye; Cloudy lens	H269
HPO_ICD:134	HP:0007976;HP:0000519;HP:0007971	Cerulean cataract; Developmental cataract; Lamellar cataract	Clouding of the lens of the eye at birth; Congenital cataract; Cataract, congenital; Congenital cataracts; Cataracts, congenital, cerulean; Congenital cataracts, bilateral; Bilateral congenital cataracts	Q120
HPO_ICD:135	HP:0000520	Proptosis	Protrusio bulbi; Prominent eyes; Anterior bulging of the globe; Exophthalmos; Eyeballs bulging out; Prominent globes; Protruding eyes; Anterior bulging of the globe of eye; Bulging eye; Ocular proptosis	H0520
HPO_ICD:136	HP:0000523	Subcapsular cataract	Subcapsular cataracts; Subcapsular lenticular cataracts; Subcapsular opacities	H25099
HPO_ICD:137	HP:0000526	Aniridia	Absent iris	Q131
HPO_ICD:138	HP:0011478;HP:0000528	Anophthalmia; True anophthalmia	Clinical anophthalmia, unilateral/bilateral; Ocular absence; Total anophthalmia; No globe of eye; Absence of globes of eyes; No eyeball; Missing eyeball; Anophthalmia, clinical; Absence of eyeballs; Completely missing eyeball; Missing globe of eye; Failure of development of eyeball; Complete anophthalmia	Q111
HPO_ICD:139	HP:0430009;HP:0430010;HP:0009743;HP:0008496;HP:0000537;HP:0430006;HP:0011225;HP:0011224;HP:0009755;HP:0000625;HP:0000652;HP:0012905	Lower eyelid coloboma; Multiple rows of eyelashes; Ectopic cilia of eyelid; Epiblepharon; Hypoplasia of eyelid; Microblepharia; Eyelid coloboma; Epicanthus inversus; Distichiasis; Euryblepharon; Ankyloblepharon; Ablepharon	Aplasia of the eyelids; Short eyelid; Cleft lower eyelid; Decreased size of eyelid; Ankyloblepharon filiforme adnatum; Full thickness defect of the eyelid; Lower lid coloboma; Eyelid synechiae; Full thickness defect of the lower eyelid; Coloboma of lower eyelid; Agenesis of eyelids; Double row of eyelashes; Two rows of eyelashes; Underdevelopment of eyelid; Small eyelid; Notched lower eyelid; Extra rows of eyelashes; Missing eyelids; Multiple rows of eyelashes; Eyelid coloboma; Kabuki syndrome eyelids; Eyelids stuck together; Cleft eyelid; Abnormally small eyelid; Notched eyelid; Ablepharon of eyelid; Distichiasis of eyelid eyelashes; Adhesion of eyelids; Absent eyelids	Q103
HPO_ICD:140	HP:0000538	Pseudopapilledema		H47333;H47332;H47339;H47331
HPO_ICD:141	HP:0000540;HP:0000484	Hypermetropia; Hyperopic astigmatism	Hyperopia; Long-sightedness; Farsightedness	H5202;H5200;H5201;H5203
HPO_ICD:142	HP:0000544	External ophthalmoplegia	Chronic progressive external ophthalmoplegia; Ophthalmoplegia externa; Progressive paralysis or weakness of muscles of eye movement; Paralysis or weakness of muscles within or surrounding outer part of eye; CPEO; Progressive paralysis or weakness of muscles of eye motility	H4940;H4942;H4943;H49889;H4941
HPO_ICD:143	HP:0011003;HP:0000545	Myopia; High myopia	Severe myopia (> -6.00 diopters); Severe myopia; Severe near sightedness; Severely near sighted; Near sighted; Nearsightedness; Severely close sighted; Close sighted; Near sightedness	H5213;H5210;H5212;H5211
HPO_ICD:144	HP:0000552	Tritanomaly	Blue yellow color blindness; Blue-yellow dyschromatopsia; Blue/yellow color vision defect; Dyschromatopsia, blue-yellow	H5355
HPO_ICD:145	HP:0001101;HP:0000554;HP:0012124;HP:0001094	Iridocyclitis; Iritis; Uveitis; Intermediate uveitis	Inflammation of iris	H209
HPO_ICD:146	HP:0000555	Leukocoria	White pupillary reflex; Leukokoria	H44533;H44539;H44531;H44532
HPO_ICD:147	HP:0000556;HP:0030642	Retinal dystrophy; Fundus albipunctatus	Breakdown of light-sensitive cells in back of eye	H3550
HPO_ICD:148	HP:0001087;HP:0001492;HP:0008007;HP:0000557	Developmental glaucoma; Axenfeld anomaly; Buphthalmos; Primary congenital glaucoma	Enlarged eyeball; Pediatric glaucoma; Childhood glaucoma; Infantile glaucoma	Q150
HPO_ICD:149	HP:0000558	Rieger anomaly		Q1381
HPO_ICD:150	HP:0000563	Keratoconus	Conical cornea; Bulging cornea	H18602;H18609;H18603;H18601
HPO_ICD:151	HP:0000565	Esotropia	Inward turning cross eyed	H5000
HPO_ICD:152	HP:0001126;HP:0000568	Cryptophthalmos; Microphthalmia	Abnormally small globe of eye; Nanophthalmos; Decreased size of globe of eye; Abnormally small eyeball; Decreased size of eyeball; Microphthalmos	Q112
HPO_ICD:153	HP:0000573	Retinal hemorrhage	Retinal hemorrhages; Retinal bleeding	H3562;H3560;H3563;H3561
HPO_ICD:154	HP:0000577	Exotropia	Outward facing eye ball	H5010
HPO_ICD:155	HP:0000579	Nasolacrimal duct obstruction	Lacrimal duct obstruction; Blocked tear duct	H04549
HPO_ICD:156	HP:0000581	Blepharophimosis	Decreased width of palpebral fissure; Narrow opening between the eyelids	H02525;H02529;H02523;H02521;H02524;H02526;H02522
HPO_ICD:157	HP:0000585;HP:0007709	Band-shaped corneal dystrophy; Band keratopathy	Calcific band keratopathy	H18429;H18421;H18423;H18422
HPO_ICD:158	HP:0000588	Optic nerve coloboma	Coloboma of optic nerve; Optic disk coloboma	H47312;Q142;H47319;H47313;H47311
HPO_ICD:159	HP:0000589	Coloboma	Ocular coloboma; Ocular colobomas; Notched pupil	Q130
HPO_ICD:160	HP:0000592	Blue sclerae	Blue sclera; Whites of eyes are a bluish-gray color; Blue outer white part of eyeball; Bluish sclerae	Q135
HPO_ICD:161	HP:0000593	Abnormal anterior chamber morphology	Ocular anterior chamber abnormality; Anterior chamber anomalies; Abnormality of the anterior chamber	Q139
HPO_ICD:162	HP:0000601	Hypotelorism	Decreased distance between eye sockets; Ocular hypotelorism; Decreased distance between eyes; Closely spaced eyes; Decreased interpupillary distance; Abnormally close eyes; Decreased orbital separation	Q107
HPO_ICD:163	HP:0000602	Ophthalmoplegia	Paralysis of extraocular eye movement; Eye muscle paralysis	H499
HPO_ICD:164	HP:0000603;HP:0007761;HP:0030528;HP:0000576;HP:0000575	Paracentral scotoma; Central scotoma; Scotoma; Pericentral scotoma; Centrocecal scotoma	Central scotomata; Blind spot; Central blind spot; Blind spot located at fixation point	H53412;H53419;H53411;H53413
HPO_ICD:165	HP:0000608	Macular degeneration	Pigmented macular degeneration	H3530
HPO_ICD:166	HP:0000609;HP:0007766	Optic nerve hypoplasia; Optic disc hypoplasia	Hypoplastic optic nerves; Hypoplastic optic disks; Underdeveloped optic nerves	H47033;H47032;H47031;H47039
HPO_ICD:167	HP:0000610	Abnormal choroid morphology	Choroid disease; Abnormality of the choroid	H319
HPO_ICD:168	HP:0000615	Abnormal pupil morphology	Pupillary abnormality; Pupillary abnormalities; Abnormal pupillary morphology; Abnormality of the pupil	H5700;H21569;H21561;H21563;H21562
HPO_ICD:169	HP:0000616	Miosis	Constricted pupils; Pupillary constriction	H5703
HPO_ICD:170	HP:0000618	Blindness	Legal blindness; Total vision loss; Blindness	H548
HPO_ICD:171	HP:0000619	Impaired convergence	Convergence insufficiency	H5111
HPO_ICD:172	HP:0000620	Dacryocystitis	Infection of the lacrimal sac; Dacrocystitis	H04302;H04309;H04301;H04303
HPO_ICD:173	HP:0000621	Entropion	Inverted eyelid; Eyelid folded in; Eyelid turned in	H02002;H02006;H02009;H02001;H02004;H02005;H02003
HPO_ICD:174	HP:0030511;HP:0000622;HP:0001125	Transient unilateral blurring of vision; Blurred vision; Bradyopsia	Hemianoptic blurring of vision; Difficulty seeing moving objects; Hemianopic blurring; Blurred vision; Transient unilateral blurred vision	H538
HPO_ICD:175	HP:0007768;HP:0000631	Central retinal vessel vascular tortuosity; Retinal arterial tortuosity	Retinal artery tortuousity; Tortuosity of main retinal vessels	H3509
HPO_ICD:176	HP:0001583;HP:0000639	Nystagmus; Rotary nystagmus	Rotatory Nystagmus; Involuntary, rapid, rhythmic eye movements	H5500
HPO_ICD:177	HP:0000640;HP:0000666;HP:0010542;HP:0012044;HP:0011477	Horizontal nystagmus; Seesaw nystagmus; Upbeat nystagmus; Gaze-evoked nystagmus; Vestibular nystagmus	Nystagmus, horizontal	H5509
HPO_ICD:178	HP:0000642;HP:0011521;HP:0011520	Red-green dyschromatopsia; Deuteranomaly; Deuteranopia	Red/green color vision defect; Green-blind; Red green color blindness; Dyschromatopsia with red-green confusion; Deuteranomoly; Green-weak	H5353;H5359
HPO_ICD:179	HP:0000646	Amblyopia	Lazy eye; Wandering eye; Wandering eyes	H53009;H53003;H53001;H53002
HPO_ICD:180	HP:0000648	Optic atrophy	Optic-nerve degeneration; Optic nerve atrophy	H4720
HPO_ICD:181	HP:0000649	Abnormality of visual evoked potentials	Abnormal vision evoked potentials; Abnormal visual-evoked potentials; Abnormal visual evoked potential; Abnormal visual evoked responses; VEP abnormalities	R94112
HPO_ICD:182	HP:0000651	Diplopia	Double vision	H532
HPO_ICD:183	HP:0000656	Ectropion	Eyelid folded out; Eyelid turned out; Everted eyelid	H02102;H02105;H02103;H02109;H02101;H02106;H02104
HPO_ICD:184	HP:0000658	Eyelid apraxia	Difficulty opening the eyelids	H02439
HPO_ICD:185	HP:0000660	Lipemia retinalis		E783
HPO_ICD:186	HP:0000662	Nyctalopia	Night-blindness; Difficulties with night vision; Night blindness; Poor night vision	H5360
HPO_ICD:187	HP:0000664;HP:0045018;HP:0005323;HP:0010730	Double eyebrow; Synophrys; Hemifacial hypertrophy; Partial duplication of eyebrows	Unibrow; Facial hemihyperplasia; Duplication of eyebrow; Friedreich's disease; Facial hemihypertophy; Increase in size of half of face; Hemifacial enlargement; Overgrowth of half of face; Synophris; Double eyebrow; Hypertrophy of half of face; Partial duplication of eyebrows; Enlargement of half of face; Monobrow; Partial double eyebrow	Q188
HPO_ICD:188	HP:0000667	Phthisis bulbi		H44529
HPO_ICD:189	HP:0000674;HP:0006349;HP:0000668	Hypodontia; Agenesis of permanent teeth; Anodontia	Complete anodontia; Missing all teeth; Failure of development of between one and six teeth; Failure of development of permanent teeth; Absence of permanent teeth; Total anodontia; Complete agenesis of all teeth; Total absence of all teeth; Dental agenesis; Agenesis of permanent dentition; Missing teeth; Failure of development of secondary teeth; Missing between one and six teeth; Anodontia vera; Failure of development of all teeth; Absent permanent teeth; Agenesis of secondary dentition	K000
HPO_ICD:190	HP:0000670	Carious teeth	Frequent caries; Rotting teeth; Dental cavities; Dental caries; Tooth cavities; Early dental caries; Dental decay; Tooth decay; Caries; Cariosity of teeth	K029
HPO_ICD:191	HP:0000679;HP:0011091;HP:0000678;HP:0011089;HP:0011087;HP:0011088;HP:0000691;HP:0000698;HP:0001572;HP:0011090	Gemination; Taurodontia; Microdontia; Dental crowding; Macrodontia; Conical tooth; Talon cusp; Dens in dente; Double tooth; Fused teeth	Extra cusp on inside of front tooth; Fusion of teeth; Taurodontism; Dental crowding; Conical teeth; Tooth mass excess; Crowded teeth; Peg-shaped teeth; Conjoined teeth; Dens invaginatus; Large teeth; Large elongated pulp chamber; Small tooth; Increased width of tooth; Decreased width of tooth; Tooth mass arch size discrepancy; Splitting of crown of tooth; Hypotrophic tooth; Overcrowding of teeth; Tooth size discrepancy; Talon cusps; Gemination of tooth; Large tooth; Conoid tooth; Tooth within a tooth; Peg shaped teeth; Dens evaginatus; Peg tooth; Shark tooth; Inadequate arch length for tooth size; Taurodont; Peg shaped tooth; Decreased size of tooth; Cone shaped tooth; Double tooth; Hypertrophy of tooth; Pointed tooth; Dental overcrowding; Increased size of tooth; Small teeth; Joined teeth; Fused teeth; Hyperplasia of tooth	K002;M2631
HPO_ICD:192	HP:0009102;HP:0000689	Dental malocclusion; Anterior open-bite malocclusion	Malocclusion of teeth; Angle class 2 malocclusion; AOB; Bilateral crossbite; Apertognathia malocclusion; Misalignment of upper and lower dental arches; Bad bite; Malalignment of upper and lower dental arches; Bilateral crossbite malocclusion; Absence of overlap of anterior upper and lower teeth; Incorrect relation between upper and lower dental arches; Angle class 3 malocclusion; Anterior open bite between upper and lower teeth; Malocclusion; Gap between upper and lower front teeth when biting; Anterior openbite	M264;M26219
HPO_ICD:193	HP:0011072;HP:0000705;HP:0000703;HP:0011060;HP:0000694	Dentinogenesis imperfecta limited to primary teeth; Dentinogenesis imperfecta; Shell teeth; Amelogenesis imperfecta; Rootless teeth	Missing tooth root; Tooth with dentin dysplasia type i; Teeth with thin dentin and large pulp chambers; Absence of tooth root; Agenesis of tooth root; Teeth with type iii dentinogenesis imperfecta; Teeth with dentinal dysplasia; Dentin dysplasia; Dentinogenesis imperfecta of baby teeth; Teeth without roots; Aplasia of tooth root; Rootless teeth	K005
HPO_ICD:194	HP:0006304;HP:0001566;HP:0000699	Widely-spaced incisors; Diastema; Widely-spaced maxillary central incisors	Diastema between upper front teeth; Widely spaced front teeth; Gap between upper front teeth; Anterior diastema of teeth; Separated superior central incisors; Diastasis of the central incisors; Diastema between upper incisors; Widely spaced upper incisors; Gaps between teeth; Diastema between maxillary central incisors; Diastema between incisors; Diastema between front teeth; Dental diastema; Gap between front teeth; Diastema of the teeth; Diastasis of the teeth; Wide gap between upper central incisors; Wide upper central incisors; Central incisor gap; Dental diastasis; Gap between teeth	M2632
HPO_ICD:195	HP:0000700	Periapical bone loss	Periapical lesion; Periapical granuloma; Periapical cyst; Dark spot around tooth root on x-ray; Periapical radiolucency; Bone loss around tooth root; Periapical radiolucencies	K045;K048
HPO_ICD:196	HP:0000704	Periodontitis	Pyorrhea; Gum disease; Periodontal disease	K0530;K056;K069
HPO_ICD:197	HP:0010301;HP:0000707;HP:0045005	Neural tube defect; Abnormality of the nervous system; Spinal dysraphism	Incomplete closure of the vertebral arch; Brain and/or spinal cord issue; Neurologic abnormalities; Neurological abnormality; Abnormality of the nervous system; Abnormality of neural tube closure	Q069;Q049;Q079
HPO_ICD:198	HP:0000709	Psychosis	Psychosis	F29;F28
HPO_ICD:199	HP:0000713;HP:0000711	Restlessness; Agitation	Restlessness	R451
HPO_ICD:200	HP:0000712;HP:0001575;HP:0000720	Emotional lability; Mood swings; Mood changes	Moody; Mood swings; Emotional instability; Mood alterations	R4586
